Country,Variable,YEA,Unit,Value
Italia,Percentage of population exposed to more than 10 micrograms/m3,2010,Percentage,98.47
Italia,Percentage of population exposed to more than 10 micrograms/m3,2011,Percentage,98.74
Italia,Percentage of population exposed to more than 10 micrograms/m3,2012,Percentage,97.82
Italia,Percentage of population exposed to more than 10 micrograms/m3,2013,Percentage,96.76
Italia,Percentage of population exposed to more than 10 micrograms/m3,2014,Percentage,95.93
Italia,Percentage of population exposed to more than 10 micrograms/m3,2015,Percentage,96.92
Italia,Percentage of population exposed to more than 10 micrograms/m3,2016,Percentage,91.65
Italia,Percentage of population exposed to more than 10 micrograms/m3,2017,Percentage,91.95
Italia,Percentage of population exposed to more than 10 micrograms/m3,2018,Percentage,92.92
Svezia,Percentage of population exposed to more than 10 micrograms/m3,1995,Percentage,22.81
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2000,Percentage,20.49
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2005,Percentage,6.68
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2010,Percentage,8.24
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2011,Percentage,9.11
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2012,Percentage,2.95
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2013,Percentage,2.95
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2014,Percentage,3.12
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2015,Percentage,2.95
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2016,Percentage,1.63
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2017,Percentage,2.95
Svezia,Percentage of population exposed to more than 10 micrograms/m3,2018,Percentage,1.9
Germania,Percentage of population exposed to more than 10 micrograms/m3,1995,Percentage,99.74
Germania,Percentage of population exposed to more than 10 micrograms/m3,2000,Percentage,99.83
Germania,Percentage of population exposed to more than 10 micrograms/m3,2005,Percentage,99.31
Germania,Percentage of population exposed to more than 10 micrograms/m3,2010,Percentage,99.6
Germania,Percentage of population exposed to more than 10 micrograms/m3,2011,Percentage,99.61
Germania,Percentage of population exposed to more than 10 micrograms/m3,2012,Percentage,98.28
Germania,Percentage of population exposed to more than 10 micrograms/m3,2013,Percentage,98.65
Germania,Percentage of population exposed to more than 10 micrograms/m3,2014,Percentage,91.93
Germania,Percentage of population exposed to more than 10 micrograms/m3,2015,Percentage,95.46
Germania,Percentage of population exposed to more than 10 micrograms/m3,2016,Percentage,88.32
Germania,Percentage of population exposed to more than 10 micrograms/m3,2017,Percentage,87.05
Germania,Percentage of population exposed to more than 10 micrograms/m3,2018,Percentage,88.72
Finlandia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,212.92
Finlandia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,204.03
Finlandia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,195.59
Finlandia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,186.18
Finlandia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,177.2
Finlandia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,169.57
Finlandia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,160.87
Finlandia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,154.55
Finlandia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,147.34
Finlandia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,140.06
Finlandia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,135.09
Finlandia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,131.92
Finlandia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,131.86
Finlandia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,131.27
Finlandia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,131.29
Finlandia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,130.49
Finlandia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,123.06
Finlandia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,109.99
Finlandia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,94.03
Finlandia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,78.6
Finlandia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,67.3
Finlandia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,60.03
Finlandia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,56.84
Finlandia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,60.25
Canada,"Population with access to improved drinking water sources, % total population",2000,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2001,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2002,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2003,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2004,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2005,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2006,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2007,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2008,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2009,Percentage,98
Canada,"Population with access to improved drinking water sources, % total population",2010,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2011,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2012,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2013,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2014,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2015,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2016,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2017,Percentage,99
Canada,"Population with access to improved drinking water sources, % total population",2018,Percentage,99
Stati Uniti,"Population with access to improved drinking water sources, % total population",2005,Percentage,95
Stati Uniti,"Population with access to improved drinking water sources, % total population",2006,Percentage,95
Stati Uniti,"Population with access to improved drinking water sources, % total population",2007,Percentage,95
Stati Uniti,"Population with access to improved drinking water sources, % total population",2008,Percentage,95
Stati Uniti,"Population with access to improved drinking water sources, % total population",2009,Percentage,95
Stati Uniti,"Population with access to improved drinking water sources, % total population",2010,Percentage,95
Stati Uniti,"Population with access to improved drinking water sources, % total population",2011,Percentage,96
Stati Uniti,"Population with access to improved drinking water sources, % total population",2012,Percentage,96
Stati Uniti,"Population with access to improved drinking water sources, % total population",2013,Percentage,96
Stati Uniti,"Population with access to improved drinking water sources, % total population",2014,Percentage,96
Stati Uniti,"Population with access to improved drinking water sources, % total population",2015,Percentage,96
Stati Uniti,"Population with access to improved drinking water sources, % total population",2016,Percentage,97
Stati Uniti,"Population with access to improved drinking water sources, % total population",2017,Percentage,97
Stati Uniti,"Population with access to improved drinking water sources, % total population",2018,Percentage,97
Paesi Bassi,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,530.67
Paesi Bassi,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,522.36
Paesi Bassi,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,505.56
Paesi Bassi,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,493.74
Paesi Bassi,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,485
Paesi Bassi,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,470.71
Paesi Bassi,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,452.51
Paesi Bassi,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,436.36
Paesi Bassi,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,417.18
Paesi Bassi,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,390.03
Paesi Bassi,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,374.05
Paesi Bassi,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,362.15
Paesi Bassi,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,353.25
Paesi Bassi,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,350.95
Paesi Bassi,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,347.44
Paesi Bassi,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,343.41
Paesi Bassi,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,331.21
Paesi Bassi,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,314.64
Paesi Bassi,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,291.12
Paesi Bassi,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,268.63
Paesi Bassi,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,263.41
Paesi Bassi,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,264.05
Paesi Bassi,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,266.8
Paesi Bassi,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,267.69
Ungheria,"Population with access to improved drinking water sources, % total population",2000,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2001,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2002,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2003,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2004,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2005,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2006,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2007,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2008,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2009,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2010,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2011,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2012,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2013,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2014,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2015,Percentage,92
Ungheria,"Population with access to improved drinking water sources, % total population",2016,Percentage,93
Ungheria,"Population with access to improved drinking water sources, % total population",2017,Percentage,93
Ungheria,"Population with access to improved drinking water sources, % total population",2018,Percentage,93
Portogallo,"Population with access to improved drinking water sources, % total population",2000,Percentage,93
Portogallo,"Population with access to improved drinking water sources, % total population",2001,Percentage,93
Portogallo,"Population with access to improved drinking water sources, % total population",2002,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2003,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2004,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2005,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2006,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2007,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2008,Percentage,94
Portogallo,"Population with access to improved drinking water sources, % total population",2009,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2010,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2011,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2012,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2013,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2014,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2015,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2016,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2017,Percentage,95
Portogallo,"Population with access to improved drinking water sources, % total population",2018,Percentage,95
Svezia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,245.67
Svezia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,239.61
Svezia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,233.15
Svezia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,228.01
Svezia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,223.28
Svezia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,215.01
Svezia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,203.77
Svezia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,188.84
Svezia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,170.4
Svezia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,156.2
Svezia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,147.06
Svezia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,144.25
Svezia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,142.35
Svezia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,140.07
Svezia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,138.05
Svezia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,134.56
Svezia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,126.77
Svezia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,111.62
Svezia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,94.09
Svezia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,78.9
Svezia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,71
Svezia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,68.05
Svezia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,66.44
Svezia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,65.77
Messico,"Population with access to improved drinking water sources, % total population",2000,Percentage,39
Messico,"Population with access to improved drinking water sources, % total population",2001,Percentage,40
Messico,"Population with access to improved drinking water sources, % total population",2002,Percentage,40
Messico,"Population with access to improved drinking water sources, % total population",2003,Percentage,40
Messico,"Population with access to improved drinking water sources, % total population",2004,Percentage,40
Messico,"Population with access to improved drinking water sources, % total population",2005,Percentage,40
Messico,"Population with access to improved drinking water sources, % total population",2006,Percentage,41
Messico,"Population with access to improved drinking water sources, % total population",2007,Percentage,41
Messico,"Population with access to improved drinking water sources, % total population",2008,Percentage,41
Messico,"Population with access to improved drinking water sources, % total population",2009,Percentage,41
Messico,"Population with access to improved drinking water sources, % total population",2010,Percentage,41
Messico,"Population with access to improved drinking water sources, % total population",2011,Percentage,42
Messico,"Population with access to improved drinking water sources, % total population",2012,Percentage,42
Messico,"Population with access to improved drinking water sources, % total population",2013,Percentage,42
Messico,"Population with access to improved drinking water sources, % total population",2014,Percentage,42
Messico,"Population with access to improved drinking water sources, % total population",2015,Percentage,42
Messico,"Population with access to improved drinking water sources, % total population",2016,Percentage,42
Messico,"Population with access to improved drinking water sources, % total population",2017,Percentage,43
Messico,"Population with access to improved drinking water sources, % total population",2018,Percentage,43
Norvegia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,308.99
Norvegia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,295.6
Norvegia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,285.97
Norvegia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,279.3
Norvegia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,269.73
Norvegia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,257.44
Norvegia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,240.22
Norvegia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,217.8
Norvegia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,188.99
Norvegia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,165.98
Norvegia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,153.24
Norvegia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,147.85
Norvegia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,145.37
Norvegia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,141.7
Norvegia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,136.96
Norvegia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,130.89
Norvegia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,126.1
Norvegia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,116.06
Norvegia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,105.23
Norvegia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,93.01
Norvegia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,84.77
Norvegia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,77.88
Norvegia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,71.84
Norvegia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,72.02
Spagna,"Population with access to improved drinking water sources, % total population",2000,Percentage,99
Spagna,"Population with access to improved drinking water sources, % total population",2001,Percentage,99
Spagna,"Population with access to improved drinking water sources, % total population",2002,Percentage,99
Spagna,"Population with access to improved drinking water sources, % total population",2003,Percentage,99
Spagna,"Population with access to improved drinking water sources, % total population",2004,Percentage,99
Spagna,"Population with access to improved drinking water sources, % total population",2005,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2006,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2007,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2008,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2009,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2010,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2011,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2012,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2013,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2014,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2015,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2016,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2017,Percentage,100
Spagna,"Population with access to improved drinking water sources, % total population",2018,Percentage,100
Italia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,653.93
Italia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,648.74
Italia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,647
Italia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,653.05
Italia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,643.07
Italia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,626.68
Italia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,609.29
Italia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,594.65
Italia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,585.14
Italia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,545.32
Italia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,532
Italia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,521.23
Italia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,515.79
Italia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,512.17
Italia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,505.91
Italia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,491.44
Italia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,486.39
Italia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,477.56
Italia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,458.48
Italia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,442.56
Italia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,441.97
Italia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,406.59
Italia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,391.08
Italia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,399.27
Danimarca,"Population with access to improved drinking water sources, % total population",2000,Percentage,94
Danimarca,"Population with access to improved drinking water sources, % total population",2001,Percentage,94
Danimarca,"Population with access to improved drinking water sources, % total population",2002,Percentage,94
Danimarca,"Population with access to improved drinking water sources, % total population",2003,Percentage,94
Danimarca,"Population with access to improved drinking water sources, % total population",2004,Percentage,94
Danimarca,"Population with access to improved drinking water sources, % total population",2005,Percentage,95
Danimarca,"Population with access to improved drinking water sources, % total population",2006,Percentage,95
Danimarca,"Population with access to improved drinking water sources, % total population",2007,Percentage,96
Danimarca,"Population with access to improved drinking water sources, % total population",2008,Percentage,96
Danimarca,"Population with access to improved drinking water sources, % total population",2009,Percentage,96
Danimarca,"Population with access to improved drinking water sources, % total population",2010,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2011,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2012,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2013,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2014,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2015,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2016,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2017,Percentage,97
Danimarca,"Population with access to improved drinking water sources, % total population",2018,Percentage,97
Germania,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,655.09
Germania,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,627.88
Germania,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,592.25
Germania,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,558.26
Germania,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,531.59
Germania,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,504.87
Germania,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,481.73
Germania,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,468.11
Germania,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,453.76
Germania,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,431.23
Germania,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,421.93
Germania,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,418.98
Germania,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,424.43
Germania,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,434.32
Germania,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,445.24
Germania,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,446.83
Germania,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,432.4
Germania,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,412.48
Germania,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,390.57
Germania,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,359.64
Germania,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,348.94
Germania,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,330.95
Germania,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,319.86
Germania,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,320.44
Canada,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,205.53
Canada,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,201.51
Canada,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,196.72
Canada,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,191.44
Canada,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,185.06
Canada,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,178.29
Canada,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,174.29
Canada,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,172.34
Canada,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,169.59
Canada,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,165.19
Canada,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,160.81
Canada,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,152.68
Canada,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,144.5
Canada,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,134.56
Canada,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,124.19
Canada,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,115.79
Canada,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,109.26
Canada,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,104.51
Canada,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,100.28
Canada,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,98.18
Canada,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,96.96
Canada,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,98.28
Canada,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,99.56
Canada,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,102.27
Irlanda,"Population with access to improved drinking water sources, % total population",2000,Percentage,93
Irlanda,"Population with access to improved drinking water sources, % total population",2001,Percentage,94
Irlanda,"Population with access to improved drinking water sources, % total population",2002,Percentage,94
Irlanda,"Population with access to improved drinking water sources, % total population",2003,Percentage,94
Irlanda,"Population with access to improved drinking water sources, % total population",2004,Percentage,94
Irlanda,"Population with access to improved drinking water sources, % total population",2005,Percentage,95
Irlanda,"Population with access to improved drinking water sources, % total population",2006,Percentage,95
Irlanda,"Population with access to improved drinking water sources, % total population",2007,Percentage,95
Irlanda,"Population with access to improved drinking water sources, % total population",2008,Percentage,95
Irlanda,"Population with access to improved drinking water sources, % total population",2009,Percentage,95
Irlanda,"Population with access to improved drinking water sources, % total population",2010,Percentage,96
Irlanda,"Population with access to improved drinking water sources, % total population",2011,Percentage,96
Irlanda,"Population with access to improved drinking water sources, % total population",2012,Percentage,96
Irlanda,"Population with access to improved drinking water sources, % total population",2013,Percentage,96
Irlanda,"Population with access to improved drinking water sources, % total population",2014,Percentage,97
Irlanda,"Population with access to improved drinking water sources, % total population",2015,Percentage,97
Irlanda,"Population with access to improved drinking water sources, % total population",2016,Percentage,97
Irlanda,"Population with access to improved drinking water sources, % total population",2017,Percentage,97
